20110414 050100;107.76;107.76;107.64;107.64;41
20110414 050200;107.8;107.8;107.78;107.78;5
20110414 050300;107.82;107.84;107.82;107.84;10
20110414 050600;107.84;107.84;107.84;107.84;4
20110414 050700;107.86;107.86;107.83;107.83;2
20110414 052400;107.86;108;107.86;108;20
20110414 052600;107.96;108;107.96;108;4
20110414 052700;107.98;108.1;107.98;108.08;27
20110414 052800;108.07;108.09;108.04;108.04;8
20110414 052900;108;108.01;107.99;108;5
20110414 053000;108.01;108.06;108.01;108.06;5
20110414 053100;108.07;108.07;108.07;108.07;1
20110414 053200;108.08;108.08;108.08;108.08;3
20110414 053300;108.08;108.08;108.08;108.08;2
20110414 053400;108.08;108.08;108.08;108.08;2
20110414 053500;108.08;108.09;108.08;108.09;8
20110414 053600;108.08;108.08;108.08;108.08;3
20110414 053700;108.09;108.09;108.09;108.09;1
20110414 053800;108.1;108.11;108.08;108.08;25
20110414 053900;108.1;108.1;108.1;108.1;2
20110414 054000;108.1;108.1;108.09;108.09;2
20110414 054100;108.11;108.11;108.09;108.09;13
20110414 054200;108.11;108.11;108.11;108.11;1
20110414 054300;108.08;108.08;108.08;108.08;3
20110414 054400;108.08;108.08;108.02;108.02;24
20110414 054500;108.03;108.03;107.98;108;18
20110414 054600;108;108.04;108;108.04;20
20110414 054700;108.02;108.03;108.02;108.03;2
20110414 055100;108.05;108.08;108.05;108.05;4
20110414 055300;108.08;108.08;108.08;108.08;2
20110414 055500;108.08;108.08;108.05;108.05;5
20110414 060100;108.04;108.04;108.04;108.04;1
20110414 060200;108.05;108.05;108.05;108.05;1
20110414 060300;108.02;108.02;108.02;108.02;1
20110414 060500;108.01;108.01;108.01;108.01;1
20110414 060600;108.03;108.03;108.01;108.01;5
20110414 060800;108;108;108;108;5
20110414 061000;108.03;108.05;107.94;108;21
20110414 061100;107.98;108;107.98;108;7
20110414 061200;107.99;107.99;107.98;107.98;3
20110414 061400;107.96;107.96;107.96;107.96;1
20110414 061600;108;108;108;108;18
20110414 061700;107.95;107.95;107.94;107.94;5
20110414 061800;107.98;108;107.98;108;11
20110414 061900;108;108;108;108;6
20110414 062000;107.98;108;107.85;107.98;187
20110414 062100;107.97;107.97;107.97;107.97;1
20110414 062200;108;108;108;108;17
20110414 062300;108;108;107.98;108;4
20110414 062400;108;108;107.99;108;4
20110414 062600;108.04;108.04;108.04;108.04;2
20110414 062700;108.02;108.04;108.02;108.04;7
20110414 062800;108.03;108.06;108.02;108.06;8
20110414 062900;108.02;108.02;108.02;108.02;1
20110414 063000;108.07;108.07;108.04;108.04;4
20110414 063100;108.05;108.05;108.05;108.05;3
20110414 063200;108.09;108.11;108.09;108.11;11
20110414 063300;108.08;108.11;108.08;108.11;10
20110414 063400;108.07;108.07;108.06;108.07;9
20110414 063500;108.07;108.08;108.07;108.08;2
20110414 063600;108.1;108.11;108.1;108.11;7
20110414 063700;108.11;108.11;108.08;108.08;9
20110414 063800;108.11;108.11;108.11;108.11;6
20110414 063900;108.09;108.15;108.09;108.14;17
20110414 064000;108.15;108.2;108.15;108.2;70
20110414 064100;108.2;108.23;108.14;108.14;110
20110414 064200;108.13;108.14;108.08;108.09;38
20110414 064400;108.09;108.09;108.08;108.08;4
20110414 064500;108.1;108.1;108.06;108.08;24
20110414 064600;108.06;108.06;108.01;108.02;64
20110414 064700;108.02;108.05;108.02;108.05;30
20110414 064800;108.03;108.03;108;108;51
20110414 064900;108.02;108.03;107.99;107.99;11
20110414 065000;107.98;108.01;107.95;107.95;13
20110414 065100;107.93;107.93;107.93;107.93;1
20110414 065200;107.93;107.93;107.92;107.92;9
20110414 065300;107.95;107.95;107.91;107.94;4
20110414 065400;107.92;107.93;107.92;107.93;9
20110414 065500;107.94;107.94;107.92;107.92;2
20110414 065600;107.91;107.92;107.85;107.85;12
20110414 065700;107.84;107.84;107.76;107.78;41
20110414 065800;107.81;107.81;107.75;107.75;17
20110414 065900;107.78;107.78;107.71;107.71;16
20110414 070000;107.71;107.71;107.68;107.71;24
20110414 070100;107.68;107.68;107.61;107.67;100
20110414 070200;107.65;107.66;107.63;107.66;19
20110414 070300;107.64;107.7;107.61;107.65;18
20110414 070400;107.63;107.63;107.53;107.6;105
20110414 070500;107.57;107.62;107.51;107.54;42
20110414 070600;107.54;107.57;107.45;107.49;64
20110414 070700;107.51;107.51;107.46;107.48;37
20110414 070800;107.49;107.55;107.46;107.55;40
20110414 070900;107.57;107.7;107.53;107.62;35
20110414 071000;107.64;107.66;107.56;107.57;20
20110414 071100;107.61;107.61;107.59;107.6;5
20110414 071200;107.63;107.65;107.63;107.65;2
20110414 071300;107.65;107.65;107.62;107.62;5
20110414 071400;107.6;107.65;107.6;107.61;20
20110414 071500;107.64;107.64;107.6;107.6;7
20110414 071600;107.63;107.64;107.63;107.64;3
20110414 071700;107.65;107.65;107.65;107.65;2
20110414 071800;107.66;107.79;107.64;107.75;23
20110414 071900;107.78;107.82;107.78;107.78;5
20110414 072000;107.77;107.77;107.76;107.76;4
20110414 072100;107.79;107.8;107.73;107.73;13
20110414 072200;107.74;107.74;107.74;107.74;5
20110414 072300;107.73;107.84;107.73;107.84;41
20110414 072400;107.87;107.87;107.84;107.85;11
20110414 072500;107.85;107.89;107.82;107.82;22
20110414 072600;107.84;107.91;107.83;107.88;46
20110414 072700;107.85;107.87;107.84;107.84;20
20110414 072800;107.86;107.87;107.85;107.87;7
20110414 072900;107.87;107.9;107.87;107.9;11
20110414 073000;107.89;107.89;107.89;107.89;2
20110414 073100;107.88;107.92;107.88;107.92;4
20110414 073200;107.92;107.92;107.9;107.9;17
20110414 073300;107.91;107.91;107.88;107.88;3
20110414 073400;107.89;107.89;107.87;107.87;6
20110414 073500;107.87;107.88;107.87;107.87;16
20110414 073600;107.85;107.87;107.85;107.87;25
20110414 073700;107.84;107.85;107.82;107.82;12
20110414 073800;107.82;107.82;107.81;107.81;2
20110414 073900;107.8;107.8;107.79;107.79;5
20110414 074000;107.81;107.85;107.81;107.82;11
20110414 074100;107.85;107.85;107.83;107.83;14
20110414 074200;107.82;107.83;107.76;107.78;16
20110414 074300;107.76;107.76;107.72;107.73;31
20110414 074400;107.75;107.75;107.71;107.75;13
20110414 074500;107.76;107.78;107.75;107.78;9
20110414 074600;107.77;107.77;107.73;107.76;5
20110414 074700;107.77;107.78;107.77;107.78;3
20110414 074800;107.75;107.75;107.73;107.74;7
20110414 074900;107.75;107.75;107.7;107.71;11
20110414 075000;107.7;107.71;107.69;107.7;12
20110414 075100;107.71;107.72;107.71;107.71;5
20110414 075200;107.68;107.73;107.68;107.72;11
20110414 075300;107.75;107.75;107.75;107.75;1
20110414 075400;107.78;107.87;107.78;107.87;42
20110414 075500;107.88;107.88;107.81;107.87;19
20110414 075600;107.86;107.9;107.86;107.9;21
